"comm_fkt","date","inc_lowCI","inc_med","inc_uppCI","inc_true","case_lowCI","case_med","case_uppCI","case_true","pop","hist_year","season","month_lab"
"RANOMAFANA_MENARANO",2024-11-01,4.52973680012435,6.4232196438501,9.10815161595987,NA,7,10,14,NA,1569,0,"Saison en cours","Nov"
"RANOMAFANA_RANOMAFANA",2024-11-01,2.38999007930878,3.34826890509745,4.69090045654333,NA,11,16,22,NA,4779,0,"Saison en cours","Nov"
"RANOMAFANA_SAHANDRAZANA",2024-11-01,7.23476245456577,10.9632949753733,16.6110181241738,NA,7,11,16,NA,959,0,"Saison en cours","Nov"
"RANOMAFANA_TSARAMANDROSO",2024-11-01,10.3605324716529,14.4794986100473,20.2360230382184,NA,30,42,58,NA,2879,0,"Saison en cours","Nov"
"RANOMAFANA_VOHIMARINA",2024-11-01,4.75181223464547,6.91943115487393,10.0759891219966,NA,9,14,20,NA,1959,0,"Saison en cours","Nov"
"TSARATANANA_AMBALAFARY",2024-11-01,72.101037004368,95.5562486986559,126.648501135363,NA,80,106,140,NA,1108,0,"Saison en cours","Nov"
"TSARATANANA_AMBALAFATAKANA EST",2024-11-01,45.8198847156474,59.8176145522443,78.0961901351384,NA,46,60,79,NA,1009,0,"Saison en cours","Nov"
"TSARATANANA_AMBATOHARANANA",2024-11-01,16.1684106274148,20.6456645602547,26.3622019856712,NA,37,47,60,NA,2288,0,"Saison en cours","Nov"
"TSARATANANA_AMBATOHARANANAKELY",2024-11-01,23.1392029106343,30.2922994902543,39.6543045407733,NA,28,36,48,NA,1201,0,"Saison en cours","Nov"
"TSARATANANA_AMBODIGOAVY",2024-11-01,15.3655308245318,19.6883322863648,25.2263005213197,NA,13,16,21,NA,837,0,"Saison en cours","Nov"
"TSARATANANA_AMBODIMANGA EST",2024-11-01,7.0473024967018,9.14970852149952,11.8792158062169,NA,15,20,26,NA,2173,0,"Saison en cours","Nov"
"TSARATANANA_AMBODIMANGA OUEST",2024-11-01,19.2945695226773,24.8940403668207,32.1180379664279,NA,21,27,35,NA,1099,0,"Saison en cours","Nov"
"TSARATANANA_AMBODIRAFIA EST",2024-11-01,28.8666887940264,37.5886673515679,48.9464832837142,NA,51,67,87,NA,1775,0,"Saison en cours","Nov"
"TSARATANANA_AMBOHIMASINA",2024-11-01,9.50090671146359,12.7636344355883,17.1463282734469,NA,14,19,25,NA,1454,0,"Saison en cours","Nov"
"TSARATANANA_AMBOHIMITA",2024-11-01,18.4672424689779,24.091762684757,31.4298665100365,NA,20,27,35,NA,1106,0,"Saison en cours","Nov"
"TSARATANANA_AMBOHINIHAONANA",2024-11-01,25.8239253304703,33.0576927978638,42.3171903552101,NA,27,34,44,NA,1043,0,"Saison en cours","Nov"
"TSARATANANA_AMBOHIPO",2024-11-01,15.5792887414805,19.9505595588332,25.5478770744305,NA,21,27,35,NA,1362,0,"Saison en cours","Nov"
"TSARATANANA_AMBOHITSARA I",2024-11-01,10.9641647448099,13.966675121453,17.7913319537581,NA,26,33,43,NA,2391,0,"Saison en cours","Nov"
"TSARATANANA_ANALAMARINA",2024-11-01,26.049285395948,33.5114193320649,43.1123725546647,NA,39,50,65,NA,1497,0,"Saison en cours","Nov"
"TSARATANANA_ANDRORANGAVOLA VATOFOTSY",2024-11-01,11.4920932149251,14.7491430989351,18.9288048245841,NA,17,21,27,NA,1444,0,"Saison en cours","Nov"
"TSARATANANA_ANTARALAVA",2024-11-01,15.4522268207419,19.9736634503413,25.8167010780759,NA,8,11,14,NA,545,0,"Saison en cours","Nov"
"TSARATANANA_BEFARY",2024-11-01,23.5235317122391,30.3046922092203,39.0403166255816,NA,56,72,93,NA,2385,0,"Saison en cours","Nov"
"TSARATANANA_MAROFOTOTRA",2024-11-01,14.1673446197635,18.466335504947,24.0696998088078,NA,19,25,33,NA,1359,0,"Saison en cours","Nov"
"TSARATANANA_SAHOFIKA",2024-11-01,11.3132184984892,14.4575386616759,18.4756918821183,NA,18,23,29,NA,1582,0,"Saison en cours","Nov"
"TSARATANANA_SANDRAKELY",2024-11-01,29.2381604092306,37.1455077505248,47.191178617108,NA,27,34,43,NA,921,0,"Saison en cours","Nov"
"TSARATANANA_SANDRASATY",2024-11-01,13.6883906643415,18.2220200957406,24.256628880548,NA,18,24,32,NA,1313,0,"Saison en cours","Nov"
"TSARATANANA_TSARATANANA",2024-11-01,17.5958959022193,22.4194973617438,28.565172910668,NA,27,34,44,NA,1526,0,"Saison en cours","Nov"
"TSARATANANA_VOHITRARIVO",2024-11-01,11.2459134461629,14.3720884024336,18.366827015106,NA,13,16,21,NA,1148,0,"Saison en cours","Nov"
"AMBIABE_AMBALAFASINA",2024-12-01,44.9957391251041,65.3830472562211,95.0107779895163,NA,54,79,115,NA,1209,0,"Saison en cours","Dec"
"AMBIABE_AMBALATENINA",2024-12-01,36.3013358622476,49.7814730291789,68.2664530374963,NA,57,78,107,NA,1574,0,"Saison en cours","Dec"
"AMBIABE_AMBIABE I",2024-12-01,36.6361536164936,49.444279939062,66.7301722921168,NA,127,172,231,NA,3469,0,"Saison en cours","Dec"
"AMBIABE_AMBINANINDRANOTELO",2024-12-01,37.1515404854532,50.3511318976331,68.2399458451004,NA,137,185,251,NA,3683,0,"Saison en cours","Dec"
"AMBIABE_ANKABOKA",2024-12-01,37.0859765699033,50.5632760428152,68.9374744435616,NA,62,84,115,NA,1669,0,"Saison en cours","Dec"
"AMBIABE_SAHAVATANA",2024-12-01,30.9293313967903,42.3308050599327,57.935935185211,NA,29,40,55,NA,950,0,"Saison en cours","Dec"
"AMBOHIMANGA DU SUD_AMBALAHERANA",2024-12-01,23.5858011634845,30.3607865092951,39.0825119062717,NA,22,29,37,NA,947,0,"Saison en cours","Dec"
"AMBOHIMANGA DU SUD_AMBALAVARY",2024-12-01,34.9462948508361,45.2256800884408,58.5282706282926,NA,29,38,49,NA,832,0,"Saison en cours","Dec"
"AMBOHIMANGA DU SUD_AMBATOFANOKONANA",2024-12-01,22.248724286934,30.0442589360569,40.5648449449572,NA,16,22,29,NA,722,0,"Saison en cours","Dec"
"AMBOHIMANGA DU SUD_AMBILANIBE",2024-12-01,35.1624357781671,45.4646454904493,58.7839636763089,NA,23,30,39,NA,667,0,"Saison en cours","Dec"
"AMBOHIMANGA DU SUD_AMBODIARA",2024-12-01,23.3599713535554,30.0606908204983,38.682923923562,NA,8,10,13,NA,346,0,"Saison en cours","Dec"
"AMBOHIMANGA DU SUD_AMBODIMANGA NORD",2024-12-01,69.3159248587261,87.6867836182907,110.939326453439,NA,95,121,153,NA,1377,0,"Saison en cours","Dec"
"AMBOHIMANGA DU SUD_AMBODIRAFIA",2024-12-01,44.9040789339988,57.4649421889471,73.540551787813,NA,53,68,87,NA,1188,0,"Saison en cours","Dec"
"AMBOHIMANGA DU SUD_AMBODIVOASARY",2024-12-01,16.0137611528366,21.055567261377,27.683093234006,NA,17,23,30,NA,1071,0,"Saison en cours","Dec"
"AMBOHIMANGA DU SUD_AMBOHIMANGA SUD",2024-12-01,14.4281596617984,18.3972404943209,23.4598284543973,NA,33,41,53,NA,2254,0,"Saison en cours","Dec"
"AMBOHIMANGA DU SUD_AMBOHIMIRANTY",2024-12-01,17.0939957039473,21.9728857710491,28.2450504755595,NA,21,27,35,NA,1248,0,"Saison en cours","Dec"
"AMBOHIMANGA DU SUD_ANDRORANGAVOLA NORD",2024-12-01,32.3055408236545,41.6191803314794,53.6187414478204,NA,51,66,84,NA,1575,0,"Saison en cours","Dec"
"AMBOHIMANGA DU SUD_ANTANJONA",2024-12-01,23.3705130124159,30.3692238013985,39.4649690749603,NA,30,39,51,NA,1285,0,"Saison en cours","Dec"
"AMBOHIMANGA DU SUD_FALIARIVO",2024-12-01,41.9097204569607,55.4674978039202,73.4102529278311,NA,26,35,46,NA,627,0,"Saison en cours","Dec"
"AMBOHIMANGA DU SUD_FASINTSARA ANDAKANA",2024-12-01,31.1960072205414,41.5879487309216,55.4369259870271,NA,19,26,34,NA,616,0,"Saison en cours","Dec"
"AMBOHIMANGA DU SUD_MANDROALINA",2024-12-01,22.5499407062108,29.0217770671993,37.3536456066222,NA,30,38,49,NA,1320,0,"Saison en cours","Dec"
"AMBOHIMANGA DU SUD_MAROLANANANA",2024-12-01,97.4870847541382,126.3465302423,163.773571575572,NA,95,124,160,NA,978,0,"Saison en cours","Dec"
"AMBOHIMANGA DU SUD_MAROSATROKA",2024-12-01,18.971828798776,25.3136123179576,33.7729776196451,NA,24,32,43,NA,1276,0,"Saison en cours","Dec"
"AMBOHIMANGA DU SUD_MASOAROVANA",2024-12-01,19.6254938340874,25.2615212325262,32.5161156446747,NA,25,32,41,NA,1267,0,"Saison en cours","Dec"
"AMBOHIMANGA DU SUD_MORARANO",2024-12-01,34.3786222745188,44.3381874032042,57.1852645151441,NA,24,30,39,NA,686,0,"Saison en cours","Dec"
"AMBOHIMANGA DU SUD_NOSIMBOAHANGY",2024-12-01,27.6476455773463,36.8617282650103,49.1430981976868,NA,21,28,37,NA,757,0,"Saison en cours","Dec"
"AMBOHIMANGA DU SUD_SAHAMARANA",2024-12-01,23.2907533401784,29.8833963672922,38.3433036333865,NA,32,41,53,NA,1379,0,"Saison en cours","Dec"
"AMBOHIMANGA DU SUD_SOANIHERENANA NORD",2024-12-01,78.3556918265827,99.6339092663042,126.709374540525,NA,66,84,107,NA,847,0,"Saison en cours","Dec"
"AMBOHIMANGA DU SUD_VOHITRARIVO",2024-12-01,15.7290903705594,21.5489198822059,29.5199496852976,NA,18,25,34,NA,1147,0,"Saison en cours","Dec"
"AMBOHIMIERA_AMBINANITOMAROSANA",2024-12-01,20.8302780747316,29.3775358991489,41.4282745576534,NA,28,39,55,NA,1336,0,"Saison en cours","Dec"
"AMBOHIMIERA_AMBODIMANGA",2024-12-01,17.8735282866703,25.9183059617916,37.5770279593734,NA,14,21,30,NA,793,0,"Saison en cours","Dec"
"AMBOHIMIERA_AMBOHIDAZA",2024-12-01,92.2352823490239,141.246745104599,216.394608314757,NA,36,55,85,NA,391,0,"Saison en cours","Dec"
"AMBOHIMIERA_AMBOHIMAHATSINJO",2024-12-01,53.2026996163169,72.6953726538107,99.3394225746498,NA,48,66,90,NA,904,0,"Saison en cours","Dec"
"AMBOHIMIERA_AMBOHIMAHAVELONA",2024-12-01,30.5865010279759,42.301861508718,58.5079630383871,NA,19,26,36,NA,616,0,"Saison en cours","Dec"
"AMBOHIMIERA_AMBOHIMIERA",2024-12-01,44.1818651406487,56.9952872937705,73.5292473830751,NA,60,77,100,NA,1355,0,"Saison en cours","Dec"
"AMBOHIMIERA_AMBOLO",2024-12-01,39.9524786740502,55.1936272647259,76.2479146550743,NA,20,27,38,NA,497,0,"Saison en cours","Dec"
"AMBOHIMIERA_ANDEMAKA NORD",2024-12-01,50.5470418343591,65.473870287882,84.812781152429,NA,63,81,105,NA,1239,0,"Saison en cours","Dec"
"AMBOHIMIERA_ANDRORANGAVOLA",2024-12-01,26.2757618494513,35.4567166828505,47.850241995769,NA,21,28,38,NA,801,0,"Saison en cours","Dec"
"AMBOHIMIERA_ANTARAMBAKANA",2024-12-01,43.0183743529924,56.9658285191127,75.4329763629604,NA,40,53,70,NA,932,0,"Saison en cours","Dec"
"AMBOHIMIERA_FALIARIVO",2024-12-01,29.634605153607,41.1471679206269,57.1273767669898,NA,20,28,39,NA,678,0,"Saison en cours","Dec"
"AMBOHIMIERA_FIADANANA NORD",2024-12-01,18.7406271929983,26.9753588997299,38.8207940406537,NA,11,16,23,NA,584,0,"Saison en cours","Dec"
"AMBOHIMIERA_MANARINONY",2024-12-01,34.0948564717607,44.7469498865152,58.732547401885,NA,44,58,76,NA,1289,0,"Saison en cours","Dec"
"AMBOHIMIERA_MAROFOTSY",2024-12-01,68.6755357991718,90.0739245906171,118.154795030094,NA,59,78,102,NA,865,0,"Saison en cours","Dec"
"AMBOHIMIERA_MAROMANANA",2024-12-01,25.9338474590796,35.0653296215239,47.4139908296746,NA,52,70,94,NA,1991,0,"Saison en cours","Dec"
"AMBOHIMIERA_SAHALALONA",2024-12-01,12.7765446347261,17.1891867905745,23.1264110915058,NA,17,23,30,NA,1309,0,"Saison en cours","Dec"
"AMBOHIMIERA_SAHASOMANGANA",2024-12-01,51.0447746211667,66.4361588779315,86.4798378637642,NA,72,94,122,NA,1415,0,"Saison en cours","Dec"
"AMBOHIMIERA_TSINJORANO",2024-12-01,71.4669366854189,92.8364815898102,120.604621527347,NA,55,71,93,NA,767,0,"Saison en cours","Dec"
"AMBOHIMIERA_VOHIMENA",2024-12-01,47.3647689108902,61.8980160300286,80.8942906904009,NA,42,55,72,NA,886,0,"Saison en cours","Dec"
"AMPASINAMBO_AMBODIARA NORD",2024-12-01,18.2944213692136,26.3467827752631,37.9491780694678,NA,26,38,55,NA,1443,0,"Saison en cours","Dec"
"AMPASINAMBO_AMPASIMBOLA I",2024-12-01,34.2392393108603,49.425989762426,71.3559897732966,NA,14,20,29,NA,412,0,"Saison en cours","Dec"
"AMPASINAMBO_FIADANANA NORD",2024-12-01,37.9078228527285,54.9163989239254,79.5621484307042,NA,18,26,38,NA,476,0,"Saison en cours","Dec"
"AMPASINAMBO_MORARANO",2024-12-01,10.1278736944141,16.8332821963327,27.9696904741265,NA,5,9,15,NA,534,0,"Saison en cours","Dec"
"AMPASINAMBO_SAKAVANANA",2024-12-01,18.6208418340625,26.5771928458457,37.9346958577417,NA,16,23,33,NA,867,0,"Saison en cours","Dec"
"AMPASINAMBO_VOLOBE",2024-12-01,24.9646052628785,35.883439632708,51.5764340546389,NA,10,15,22,NA,420,0,"Saison en cours","Dec"
"ANALAMPASINA_AMBARO",2024-12-01,11.0008076255046,15.3075619524973,21.299615197798,NA,15,21,29,NA,1375,0,"Saison en cours","Dec"
"ANALAMPASINA_AMBOHIMALAZA",2024-12-01,15.0377197230186,20.3618957464079,27.5714557663675,NA,15,20,27,NA,989,0,"Saison en cours","Dec"
"ANALAMPASINA_AMBOHIMIARINA",2024-12-01,17.2003249810405,24.9045039675925,36.0567510830999,NA,9,13,18,NA,508,0,"Saison en cours","Dec"
"ANALAMPASINA_ANALAMPASINA",2024-12-01,41.1722407290324,55.7717907833286,75.5521031769608,NA,60,81,110,NA,1455,0,"Saison en cours","Dec"
"ANALAMPASINA_ANALAVORY",2024-12-01,11.0813819268572,15.3604927263513,21.2910797056055,NA,8,11,16,NA,747,0,"Saison en cours","Dec"
"ANALAMPASINA_ANDRORANGAVOLA SUD",2024-12-01,52.2276337391359,71.4837515906632,97.8458263407772,NA,31,43,59,NA,599,0,"Saison en cours","Dec"
"ANALAMPASINA_BETAMPO NORD",2024-12-01,40.8351995897664,57.6207883890118,81.3061638948388,NA,32,45,63,NA,780,0,"Saison en cours","Dec"
"ANALAMPASINA_MANJIRIANA SUD",2024-12-01,15.4823812627341,22.0606733758022,31.4313651164752,NA,13,19,27,NA,845,0,"Saison en cours","Dec"
"ANALAMPASINA_MATSITSIRANO",2024-12-01,25.8289636379456,35.9436064773442,50.0204699772041,NA,21,29,40,NA,804,0,"Saison en cours","Dec"
"ANDRORANGAVOLA_AMBALATABAKA",2024-12-01,21.9064228122787,28.9967881294839,38.3816097130349,NA,20,26,34,NA,891,0,"Saison en cours","Dec"
"ANDRORANGAVOLA_AMBALAVAONA",2024-12-01,19.4812691375227,25.8936373322659,34.415462952216,NA,22,29,39,NA,1137,0,"Saison en cours","Dec"
"ANDRORANGAVOLA_AMBODIARA NORD",2024-12-01,18.8171001898208,24.8613688582521,32.8474277849413,NA,18,24,32,NA,969,0,"Saison en cours","Dec"
"ANDRORANGAVOLA_AMBODIFONTSINA",2024-12-01,13.8789718434239,18.71873246961,25.2448587874569,NA,16,21,28,NA,1118,0,"Saison en cours","Dec"
"ANDRORANGAVOLA_AMBODIRORANGA",2024-12-01,30.3563140043024,40.0288783466116,52.7851366276764,NA,33,44,58,NA,1095,0,"Saison en cours","Dec"
"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO",2024-12-01,31.3281066556846,45.23019857397,65.2922773621702,NA,26,38,54,NA,833,0,"Saison en cours","Dec"
