"comm_fkt","date","inc_lowCI","inc_med","inc_uppCI","inc_true","case_lowCI","case_med","case_uppCI","case_true","pop","hist_year","season","month_lab"
"ANALAMPASINA_AMBARO",2022-11-01,12.8625304612509,18.1289166221281,25.5502884674842,NA,17,24,33,NA,1299,2,"2022/2023","Nov"
"ANALAMPASINA_AMBOHIMALAZA",2022-11-01,16.3493701269601,22.1311799713782,29.958557887403,NA,15,21,28,NA,933,2,"2022/2023","Nov"
"ANALAMPASINA_AMBOHIMIARINA",2022-11-01,18.9769213952558,27.7461003335962,40.56314757437,NA,9,13,19,NA,480,2,"2022/2023","Nov"
"ANALAMPASINA_ANALAMPASINA",2022-11-01,44.4428279813376,60.3839990501441,82.0481960090451,NA,61,83,113,NA,1373,2,"2022/2023","Nov"
"ANALAMPASINA_ANALAVORY",2022-11-01,12.7363760241881,17.5008582651989,24.0468537561432,NA,9,12,17,NA,705,2,"2022/2023","Nov"
"ANALAMPASINA_ANDRORANGAVOLA SUD",2022-11-01,55.4853082466959,75.3807450100974,102.417565175964,NA,31,43,58,NA,566,2,"2022/2023","Nov"
"ANALAMPASINA_BETAMPO NORD",2022-11-01,43.5269182367416,61.635282280286,87.2762312136768,NA,32,45,64,NA,736,2,"2022/2023","Nov"
"ANALAMPASINA_MANJIRIANA SUD",2022-11-01,17.4227628037949,25.0544156824425,36.0249576327229,NA,14,20,29,NA,797,2,"2022/2023","Nov"
"ANALAMPASINA_MATSITSIRANO",2022-11-01,27.1893034577568,37.6425021184416,52.116170781945,NA,21,29,40,NA,759,2,"2022/2023","Nov"
"ANDRORANGAVOLA_AMBALATABAKA",2022-11-01,22.2956464677134,29.5783027863344,39.2385105828862,NA,19,25,33,NA,841,2,"2022/2023","Nov"
"ANDRORANGAVOLA_AMBALAVAONA",2022-11-01,18.5376202126223,24.719301045302,32.9605474412524,NA,20,27,35,NA,1074,2,"2022/2023","Nov"
"ANDRORANGAVOLA_AMBODIARA NORD",2022-11-01,20.0883210842334,26.4212339346307,34.7501713562018,NA,18,24,32,NA,914,2,"2022/2023","Nov"
"ANDRORANGAVOLA_AMBODIFONTSINA",2022-11-01,14.7966402258317,19.8481833501722,26.6225811518544,NA,16,21,28,NA,1056,2,"2022/2023","Nov"
"ANDRORANGAVOLA_AMBODIRORANGA",2022-11-01,30.5285497680526,40.1949914531498,52.9234081211722,NA,32,42,55,NA,1034,2,"2022/2023","Nov"
"ANDRORANGAVOLA_AMBOHIMAHAVELONA BETOHO",2022-11-01,31.1771645677549,45.3341165760489,65.9094721972262,NA,25,36,52,NA,786,2,"2022/2023","Nov"
"ANDRORANGAVOLA_AMBOHIMISAFY",2022-11-01,30.433717040958,39.6855950351199,51.7510680888578,NA,38,49,64,NA,1239,2,"2022/2023","Nov"
"ANDRORANGAVOLA_AMPASIMPOTSY",2022-11-01,22.4696387653286,29.3795403085617,38.4149954143574,NA,35,46,60,NA,1564,2,"2022/2023","Nov"
"ANDRORANGAVOLA_ANDRORANGAVOLA",2022-11-01,15.0043620207808,19.5317126297939,25.425681605188,NA,40,52,67,NA,2652,2,"2022/2023","Nov"
"ANDRORANGAVOLA_ANIVORANO",2022-11-01,11.8861480435804,15.4319962080965,20.0365392526415,NA,25,32,42,NA,2087,2,"2022/2023","Nov"
"ANDRORANGAVOLA_LAVAKIANJA SUD",2022-11-01,21.8947440272542,30.1595499986797,41.5393911373252,NA,18,24,33,NA,801,2,"2022/2023","Nov"
"ANDRORANGAVOLA_MAHASOA",2022-11-01,36.9945260880413,48.132419893664,62.6262476016652,NA,104,135,176,NA,2814,2,"2022/2023","Nov"
"ANDRORANGAVOLA_MANDRIAPOTSY",2022-11-01,16.277400449577,23.2696262158631,33.2594997963034,NA,7,9,13,NA,401,2,"2022/2023","Nov"
"ANDRORANGAVOLA_NOSIBE SUD",2022-11-01,17.6967067408961,23.5014401263215,31.2088298187504,NA,17,22,29,NA,938,2,"2022/2023","Nov"
"ANTARETRA_AMBINANIVATOMENA",2022-11-01,46.4136444884918,63.1531727000307,85.9277594627236,NA,43,58,80,NA,926,2,"2022/2023","Nov"
"ANTARETRA_AMBOATROTROKA",2022-11-01,49.3979055171433,64.7944189159125,84.9910819153518,NA,81,106,139,NA,1632,2,"2022/2023","Nov"
"ANTARETRA_AMBODIARA I",2022-11-01,31.1343193540555,41.3762229903634,54.9858274595422,NA,23,31,41,NA,740,2,"2022/2023","Nov"
"ANTARETRA_AMBODIROTRA",2022-11-01,21.849862886303,28.9294492385819,38.3019402922222,NA,20,27,36,NA,936,2,"2022/2023","Nov"
"ANTARETRA_AMPASIMBE",2022-11-01,63.8072992219045,84.1227441332913,110.909968507756,NA,60,80,105,NA,946,2,"2022/2023","Nov"
"ANTARETRA_ANDONABE",2022-11-01,35.1816872381868,46.189479775851,60.6419249804989,NA,56,73,96,NA,1580,2,"2022/2023","Nov"
"ANTARETRA_ANDRANOMAITSO",2022-11-01,12.5088848723,16.4217058396424,21.5587146200885,NA,24,31,41,NA,1884,2,"2022/2023","Nov"
"ANTARETRA_ANTARETRA",2022-11-01,13.2259063243056,17.4090779694425,22.915093769534,NA,31,40,53,NA,2323,2,"2022/2023","Nov"
"ANTARETRA_BETAMPONA",2022-11-01,14.0696026337632,18.7822793401861,25.0726218142837,NA,8,11,14,NA,569,2,"2022/2023","Nov"
"ANTARETRA_MORAFENO",2022-11-01,38.1069090931681,50.2435926269527,66.2450871513212,NA,30,40,53,NA,794,2,"2022/2023","Nov"
"ANTSINDRA_AMBATOVORY",2022-11-01,16.776589481385,23.3190611197947,32.4110572732833,NA,29,41,56,NA,1739,2,"2022/2023","Nov"
"ANTSINDRA_AMPITABE",2022-11-01,32.8086032518757,46.9066535219684,67.0572719743863,NA,36,51,73,NA,1088,2,"2022/2023","Nov"
"ANTSINDRA_AMPITOMITA",2022-11-01,39.304262993606,53.9129368695531,73.9557060924101,NA,32,44,61,NA,825,2,"2022/2023","Nov"
"ANTSINDRA_ANIVORANO",2022-11-01,32.2772836039499,44.8343769506733,62.2728581042405,NA,34,48,66,NA,1060,2,"2022/2023","Nov"
"ANTSINDRA_ANTSINDRA",2022-11-01,44.3254305128245,60.3443195042869,82.1587619227765,NA,67,92,125,NA,1518,2,"2022/2023","Nov"
"ANTSINDRA_BEFOTAKA",2022-11-01,29.2152773544635,41.286687149414,58.3419934407647,NA,30,42,59,NA,1018,2,"2022/2023","Nov"
"ANTSINDRA_KIANJAVATO",2022-11-01,53.5567668194256,73.7056121295271,101.438098871039,NA,40,56,77,NA,755,2,"2022/2023","Nov"
"FASINTSARA_AMBALAPAISO",2022-11-01,25.1141174094426,33.2144911397529,43.926147827641,NA,28,37,49,NA,1124,2,"2022/2023","Nov"
"FASINTSARA_AMBATOMANJAKA",2022-11-01,19.8646075185126,25.9633049072906,33.9353306004741,NA,22,29,38,NA,1120,2,"2022/2023","Nov"
"FASINTSARA_AMBINANISERY",2022-11-01,37.7825829420418,50.078713321801,66.3774442543763,NA,17,23,31,NA,462,2,"2022/2023","Nov"
"FASINTSARA_AMBODIARA SUD",2022-11-01,33.3408566795884,43.1909363716748,55.9541735232062,NA,49,63,82,NA,1465,2,"2022/2023","Nov"
"FASINTSARA_AMBODIVOANGY",2022-11-01,21.6496259230911,29.2715028927333,39.5731367209804,NA,16,21,29,NA,721,2,"2022/2023","Nov"
"FASINTSARA_AMBOHINIHAONANA",2022-11-01,30.3548565625347,39.8074713973483,52.2039607509611,NA,23,30,39,NA,747,2,"2022/2023","Nov"
"FASINTSARA_AMBOHITSARA",2022-11-01,39.1585288581699,51.5671680271834,67.9103760987394,NA,14,19,25,NA,362,2,"2022/2023","Nov"
"FASINTSARA_ANDRANOMAINTSO",2022-11-01,33.0107183929769,43.4360290330749,57.1571240359321,NA,51,67,88,NA,1533,2,"2022/2023","Nov"
"FASINTSARA_ANTENIMBELONA",2022-11-01,19.3654331645548,25.5235790831945,33.6404663811019,NA,25,32,43,NA,1268,2,"2022/2023","Nov"
"FASINTSARA_BEFOTAKA",2022-11-01,42.0407152887799,55.713564549167,73.8320711073386,NA,15,20,26,NA,352,2,"2022/2023","Nov"
"FASINTSARA_FASINTSARA",2022-11-01,38.8549076823249,50.4932190546413,65.619422827668,NA,41,53,69,NA,1045,2,"2022/2023","Nov"
"FASINTSARA_MANAKANA SUD",2022-11-01,32.5087017122118,42.6375333415028,55.9231937937685,NA,23,31,40,NA,716,2,"2022/2023","Nov"
"FASINTSARA_MAROVORAKA",2022-11-01,23.798941099318,31.3910307047816,41.4036322514215,NA,19,25,33,NA,789,2,"2022/2023","Nov"
"FASINTSARA_SAHAKONDRO",2022-11-01,14.0227075286055,19.1356646618192,26.1114755720358,NA,5,7,10,NA,375,2,"2022/2023","Nov"
"FASINTSARA_TSARAKIANJA",2022-11-01,11.2250641497534,14.6882622479345,19.2195737350451,NA,10,13,17,NA,865,2,"2022/2023","Nov"
"FASINTSARA_TSARARIVOTRA",2022-11-01,58.1917562075327,76.1120466823029,99.5561473121701,NA,25,33,43,NA,431,2,"2022/2023","Nov"
"FASINTSARA_TSARATANANA",2022-11-01,23.3944229556031,30.6165818561499,40.0684411659707,NA,30,39,51,NA,1274,2,"2022/2023","Nov"
"IFANADIANA_AMBODIARA",2022-11-01,48.7092621291659,64.2826793124896,84.8363714065213,NA,94,124,164,NA,1930,2,"2022/2023","Nov"
"IFANADIANA_AMBODIRAFIA II",2022-11-01,18.1430537278291,24.0511481443899,31.8833298751655,NA,50,67,89,NA,2779,2,"2022/2023","Nov"
"IFANADIANA_AMBORAKA",2022-11-01,14.9181017762092,19.6796706343788,25.9611088488144,NA,31,40,53,NA,2055,2,"2022/2023","Nov"
"IFANADIANA_ANDRANOFOLAHINA",2022-11-01,13.4896436445148,17.9565355684422,23.9026751905026,NA,20,26,35,NA,1464,2,"2022/2023","Nov"
"IFANADIANA_ANTAFOTENINA",2022-11-01,11.7862186733435,15.582830363434,20.6023171157724,NA,16,21,28,NA,1364,2,"2022/2023","Nov"
"IFANADIANA_FENOARIVO I",2022-11-01,25.2437337175142,33.963747780502,45.6944744999521,NA,27,37,49,NA,1080,2,"2022/2023","Nov"
"IFANADIANA_IFANADIANA",2022-11-01,13.0683882935566,17.1635807605995,22.5423367287275,NA,78,102,135,NA,5970,2,"2022/2023","Nov"
"IFANADIANA_MAROMENA",2022-11-01,18.0626840564695,23.7758069473309,31.2964673909912,NA,42,55,73,NA,2324,2,"2022/2023","Nov"
"IFANADIANA_SAHAFITOROKA",2022-11-01,19.0351551843134,25.0136369679862,32.8703240609262,NA,49,64,84,NA,2548,2,"2022/2023","Nov"
"KELILALINA_AMBALADINGANA",2022-11-01,31.5403376568598,41.4155363196091,54.3817447713804,NA,34,44,58,NA,1064,2,"2022/2023","Nov"
"KELILALINA_AMBODIPAISO NORD",2022-11-01,19.5133789286163,25.4041123542497,33.0727819935948,NA,11,14,19,NA,566,2,"2022/2023","Nov"
"KELILALINA_AMBODIPAISO SUD",2022-11-01,10.8911052822256,14.3359971465715,18.8701158042849,NA,9,11,15,NA,800,2,"2022/2023","Nov"
"KELILALINA_AMBODIVOANGY",2022-11-01,21.3406332577408,27.7323761610631,36.03812898081,NA,26,33,43,NA,1200,2,"2022/2023","Nov"
"KELILALINA_AMBOHINIHAONANA",2022-11-01,21.2910505249959,27.7966860717826,36.2899527179416,NA,25,33,43,NA,1193,2,"2022/2023","Nov"
"KELILALINA_AMPITAMBE",2022-11-01,22.7629228159952,29.9206302997941,39.3287111308785,NA,9,12,16,NA,411,2,"2022/2023","Nov"
"KELILALINA_ANDRANOMAINTY",2022-11-01,22.0617861385784,28.6645304412036,37.2435216115628,NA,30,39,50,NA,1351,2,"2022/2023","Nov"
"KELILALINA_ANOSY",2022-11-01,24.9337720727753,33.0361265920901,43.7701925855315,NA,13,17,23,NA,525,2,"2022/2023","Nov"
"KELILALINA_FOTSIALANANA",2022-11-01,24.3450015130211,31.5311728208444,40.8391347571595,NA,49,64,83,NA,2026,2,"2022/2023","Nov"
"KELILALINA_KELILALINA",2022-11-01,21.7018853654215,28.0520199558253,36.2604810691967,NA,84,108,140,NA,3856,2,"2022/2023","Nov"
"KELILALINA_KIANJANOMBY",2022-11-01,23.357144242646,30.5885724416853,40.0594686904417,NA,29,38,50,NA,1244,2,"2022/2023","Nov"
"KELILALINA_MANDRIVANY",2022-11-01,13.2497987249586,17.2561019117548,22.4738767022044,NA,20,26,33,NA,1488,2,"2022/2023","Nov"
"MAROHARATRA_AMBALAVOLO",2022-11-01,80.7490047000225,103.499027636922,132.662025734608,NA,93,119,152,NA,1146,2,"2022/2023","Nov"
"MAROHARATRA_AMBINANINDRANO",2022-11-01,18.9754436694874,25.3629546033238,33.8975431483885,NA,14,19,25,NA,743,2,"2022/2023","Nov"
"MAROHARATRA_AMBODIMANGA",2022-11-01,66.5925952612675,85.9314079795884,110.885481820858,NA,44,57,73,NA,659,2,"2022/2023","Nov"
"MAROHARATRA_AMBOHITSARA EST",2022-11-01,24.4508031263366,32.6233982022554,43.5238615122644,NA,30,40,54,NA,1235,2,"2022/2023","Nov"
"MAROHARATRA_AMPASIMADINIKA",2022-11-01,21.75909005868,28.6941896152503,37.8378114648835,NA,19,25,32,NA,857,2,"2022/2023","Nov"
"MAROHARATRA_AMPASIMADINIKAKELY",2022-11-01,32.888402070272,42.8909612241321,55.9328345806804,NA,28,37,48,NA,864,2,"2022/2023","Nov"
"MAROHARATRA_AMPASIMPOTSY",2022-11-01,28.6716549645082,37.5130547903838,49.0779628019233,NA,17,22,28,NA,576,2,"2022/2023","Nov"
"MAROHARATRA_ANIVORANO",2022-11-01,20.6064680656327,29.2049689126356,41.3787329181792,NA,13,19,27,NA,653,2,"2022/2023","Nov"
"MAROHARATRA_ANTANJOMANGA",2022-11-01,14.0832869981521,20.7994043949344,30.7069708044978,NA,11,16,24,NA,783,2,"2022/2023","Nov"
"MAROHARATRA_BETAMPONA NORD",2022-11-01,10.6201214563389,14.5835598646975,20.0252851980734,NA,10,13,19,NA,925,2,"2022/2023","Nov"
"MAROHARATRA_MAHATSARA",2022-11-01,23.9056347155427,32.7965873885722,44.9861708364909,NA,25,34,47,NA,1045,2,"2022/2023","Nov"
"MAROHARATRA_MALAZAMASINA NORD",2022-11-01,18.7213365128055,27.6477975146054,40.8144419291128,NA,12,18,26,NA,640,2,"2022/2023","Nov"
"MAROHARATRA_MALAZAMASINA SUD",2022-11-01,61.4770029319211,85.9463173574209,120.14286147232,NA,42,59,83,NA,690,2,"2022/2023","Nov"
"MAROHARATRA_MALEMIAMBO",2022-11-01,10.7425597036042,14.7134760594774,20.151149216389,NA,7,9,13,NA,643,2,"2022/2023","Nov"
"MAROHARATRA_MANAKANA",2022-11-01,9.44477160490352,14.1670451442561,21.2434186773357,NA,5,7,11,NA,507,2,"2022/2023","Nov"
"MAROHARATRA_MAROHARATRA",2022-11-01,30.3908381072164,39.6920775233766,51.8383931993968,NA,36,47,61,NA,1181,2,"2022/2023","Nov"
"MAROHARATRA_SAHOMBY",2022-11-01,22.6634035040608,32.8022102041045,47.4594634219801,NA,14,20,28,NA,600,2,"2022/2023","Nov"
"MAROHARATRA_SOANIERANA",2022-11-01,18.0763036775887,23.9527040838628,31.7369837767689,NA,11,15,20,NA,615,2,"2022/2023","Nov"
"MAROHARATRA_TANAMBAO OUEST",2022-11-01,16.1263048020945,21.7775365392498,29.4062714410824,NA,9,13,17,NA,575,2,"2022/2023","Nov"
"MAROTOKO_AMBALAVIA",2022-11-01,57.3246235066901,81.8905215424956,116.984702599167,NA,32,46,66,NA,564,2,"2022/2023","Nov"
"MAROTOKO_AMBARIJATSY",2022-11-01,42.2446753099465,64.4266878559938,98.2530748941602,NA,37,57,86,NA,880,2,"2022/2023","Nov"
"MAROTOKO_AMBATOMITRATRAKA",2022-11-01,113.280503094921,161.287627750469,229.654331313368,NA,52,74,105,NA,459,2,"2022/2023","Nov"
"MAROTOKO_AMBOATROTROKA",2022-11-01,60.9956203431824,83.1666934421584,113.396101323174,NA,50,68,93,NA,818,2,"2022/2023","Nov"
"MAROTOKO_AMBODIARA SUD",2022-11-01,24.6243668869304,33.1002442189329,44.4929057054702,NA,22,30,40,NA,895,2,"2022/2023","Nov"
"MAROTOKO_AMBOHIMAHAVELONA",2022-11-01,58.8176609645799,83.8829320440052,119.621737010095,NA,41,59,84,NA,700,2,"2022/2023","Nov"
"MAROTOKO_KIANJANOMBY",2022-11-01,33.0443838357834,44.3553987034063,59.5386389698947,NA,29,39,52,NA,874,2,"2022/2023","Nov"
"MAROTOKO_MANAMPANDRANA",2022-11-01,25.6127761778072,34.8704445716603,47.4727008107215,NA,16,22,30,NA,632,2,"2022/2023","Nov"
"MAROTOKO_MANDIAFASINA",2022-11-01,39.3870004789486,52.8354324251407,70.8750006748745,NA,29,39,52,NA,730,2,"2022/2023","Nov"
"MAROTOKO_MAROTOKO",2022-11-01,18.6179037101771,24.9568439341519,33.4544452123214,NA,38,51,69,NA,2049,2,"2022/2023","Nov"
"RANOMAFANA_AMBATOLAHY",2022-11-01,4.67010694568515,6.5806239461854,9.27266056172518,NA,7,10,14,NA,1504,2,"2022/2023","Nov"
"RANOMAFANA_AMBODIAVIAVY",2022-11-01,5.98759613931292,8.46303189808005,11.961596802789,NA,7,10,14,NA,1203,2,"2022/2023","Nov"
"RANOMAFANA_AMPASIMPOTSY",2022-11-01,8.22658311773489,11.5305682299302,16.1617929680558,NA,18,25,36,NA,2205,2,"2022/2023","Nov"
"RANOMAFANA_MENARANO",2022-11-01,7.60670607725331,10.7640588283477,15.2314419835708,NA,11,16,23,NA,1485,2,"2022/2023","Nov"
"RANOMAFANA_RANOMAFANA",2022-11-01,3.91015365051368,5.48648520786528,7.69832427100243,NA,18,25,35,NA,4522,2,"2022/2023","Nov"
"RANOMAFANA_SAHANDRAZANA",2022-11-01,12.0139253003498,18.1141224392712,27.3074051394734,NA,11,16,25,NA,907,2,"2022/2023","Nov"
"RANOMAFANA_TSARAMANDROSO",2022-11-01,16.1615467881616,22.5778212674409,31.5413358160086,NA,44,62,86,NA,2724,2,"2022/2023","Nov"
"RANOMAFANA_VOHIMARINA",2022-11-01,7.46825047893951,10.8329674149593,15.7135633185198,NA,14,20,29,NA,1853,2,"2022/2023","Nov"
"TSARATANANA_AMBALAFARY",2022-11-01,115.054364517572,151.884426012693,200.517644756972,NA,121,159,210,NA,1049,2,"2022/2023","Nov"
"TSARATANANA_AMBALAFATAKANA EST",2022-11-01,74.4839068622264,97.3095389529508,127.139972626856,NA,71,93,121,NA,955,2,"2022/2023","Nov"
"TSARATANANA_AMBATOHARANANA",2022-11-01,26.4533604628321,33.6919691149556,42.9106460211961,NA,57,73,93,NA,2166,2,"2022/2023","Nov"
"TSARATANANA_AMBATOHARANANAKELY",2022-11-01,35.1452305216855,45.7581102256148,59.5726300464679,NA,40,52,68,NA,1136,2,"2022/2023","Nov"
"TSARATANANA_AMBODIGOAVY",2022-11-01,23.8576555047172,30.4238139384205,38.7956938835956,NA,19,24,31,NA,792,2,"2022/2023","Nov"
"TSARATANANA_AMBODIMANGA EST",2022-11-01,12.1941229827997,15.8192773399893,20.5217847607878,NA,25,33,42,NA,2056,2,"2022/2023","Nov"
"TSARATANANA_AMBODIMANGA OUEST",2022-11-01,30.3312512921688,39.0147335516337,50.1835162647014,NA,32,41,52,NA,1040,2,"2022/2023","Nov"
"TSARATANANA_AMBODIRAFIA EST",2022-11-01,44.5441538585043,57.7020919365407,74.7474448230818,NA,75,97,126,NA,1680,2,"2022/2023","Nov"
"TSARATANANA_AMBOHIMASINA",2022-11-01,15.7240994592082,21.0197784592072,28.0983097785957,NA,22,29,39,NA,1375,2,"2022/2023","Nov"
"TSARATANANA_AMBOHIMITA",2022-11-01,31.3563267484044,40.8463918610458,53.2103374783666,NA,33,43,56,NA,1047,2,"2022/2023","Nov"
"TSARATANANA_AMBOHINIHAONANA",2022-11-01,42.0622344899208,53.7261627769992,68.62425757245,NA,41,53,68,NA,986,2,"2022/2023","Nov"
"TSARATANANA_AMBOHIPO",2022-11-01,23.8245632672974,30.5070610871546,39.0632840996669,NA,31,39,50,NA,1290,2,"2022/2023","Nov"
"TSARATANANA_AMBOHITSARA I",2022-11-01,17.1562665095753,21.795820998788,27.6899949042837,NA,39,49,63,NA,2262,2,"2022/2023","Nov"
"TSARATANANA_ANALAMARINA",2022-11-01,45.0276451753539,57.7984936012138,74.1954283334118,NA,64,82,105,NA,1416,2,"2022/2023","Nov"
"TSARATANANA_ANDRORANGAVOLA VATOFOTSY",2022-11-01,18.7309757622963,24.021725723056,30.8063251313916,NA,26,33,42,NA,1366,2,"2022/2023","Nov"
"TSARATANANA_ANTARALAVA",2022-11-01,23.7115647849379,30.6011814365009,39.4909958621953,NA,12,16,20,NA,516,2,"2022/2023","Nov"
"TSARATANANA_BEFARY",2022-11-01,37.1755085644254,47.6924522196213,61.1837093496509,NA,84,108,138,NA,2256,2,"2022/2023","Nov"
"TSARATANANA_MAROFOTOTRA",2022-11-01,20.9246697607182,27.1921385596546,35.3363882761495,NA,27,35,45,NA,1286,2,"2022/2023","Nov"
"TSARATANANA_SAHOFIKA",2022-11-01,18.0887418515711,23.016517210312,29.2863315934422,NA,27,34,44,NA,1498,2,"2022/2023","Nov"
"TSARATANANA_SANDRAKELY",2022-11-01,44.8087784263405,56.8202137149359,72.0513301274926,NA,39,50,63,NA,872,2,"2022/2023","Nov"
"TSARATANANA_SANDRASATY",2022-11-01,23.0482191014912,30.571287262766,40.5493333285732,NA,29,38,50,NA,1242,2,"2022/2023","Nov"
"TSARATANANA_TSARATANANA",2022-11-01,26.7468471588465,33.893104620191,42.9482933466422,NA,39,49,62,NA,1444,2,"2022/2023","Nov"
"TSARATANANA_VOHITRARIVO",2022-11-01,17.7687794292236,22.6388651072057,28.8430215413266,NA,19,25,31,NA,1087,2,"2022/2023","Nov"
"AMBIABE_AMBALAFASINA",2022-12-01,73.5761516433295,106.312232187868,153.614214527226,NA,84,122,176,NA,1144,2,"2022/2023","Dec"
"AMBIABE_AMBALATENINA",2022-12-01,55.4569509909917,75.8670713567953,103.788739379319,NA,83,113,155,NA,1489,2,"2022/2023","Dec"
"AMBIABE_AMBIABE I",2022-12-01,51.6945650908843,69.6846302139011,93.9362875717794,NA,170,229,308,NA,3282,2,"2022/2023","Dec"
"AMBIABE_AMBINANINDRANOTELO",2022-12-01,55.2575247173198,74.741378964948,101.096211984716,NA,193,261,352,NA,3486,2,"2022/2023","Dec"
"AMBIABE_ANKABOKA",2022-12-01,60.9152917289697,82.8155937901144,112.58856388437,NA,96,131,178,NA,1579,2,"2022/2023","Dec"
"AMBIABE_SAHAVATANA",2022-12-01,45.6617551357116,62.4368198890639,85.3771499214807,NA,41,56,77,NA,899,2,"2022/2023","Dec"
"AMBOHIMANGA DU SUD_AMBALAHERANA",2022-12-01,37.0235881956999,47.56149946509,61.0989405775914,NA,33,43,55,NA,897,2,"2022/2023","Dec"
"AMBOHIMANGA DU SUD_AMBALAVARY",2022-12-01,50.7406737025901,65.668259209354,84.9863580240347,NA,40,52,67,NA,787,2,"2022/2023","Dec"
"AMBOHIMANGA DU SUD_AMBATOFANOKONANA",2022-12-01,32.685786604875,44.149601699371,59.6248241638087,NA,22,30,41,NA,683,2,"2022/2023","Dec"
"AMBOHIMANGA DU SUD_AMBILANIBE",2022-12-01,51.4764515880573,66.4991100065342,85.9035080193426,NA,32,42,54,NA,631,2,"2022/2023","Dec"
"AMBOHIMANGA DU SUD_AMBODIARA",2022-12-01,33.3501592665575,42.7996100972506,54.9250408294036,NA,11,14,18,NA,328,2,"2022/2023","Dec"
"AMBOHIMANGA DU SUD_AMBODIMANGA NORD",2022-12-01,94.8965452774239,120.009283541874,151.78488326208,NA,124,156,198,NA,1304,2,"2022/2023","Dec"
"AMBOHIMANGA DU SUD_AMBODIRAFIA",2022-12-01,68.7692785368685,87.8479716174504,112.21980692127,NA,77,99,126,NA,1124,2,"2022/2023","Dec"
"AMBOHIMANGA DU SUD_AMBODIVOASARY",2022-12-01,23.3128606201724,30.5882527928657,40.1314786893544,NA,24,31,41,NA,1014,2,"2022/2023","Dec"
"AMBOHIMANGA DU SUD_AMBOHIMANGA SUD",2022-12-01,20.4958487818877,26.0796140748377,33.186279186615,NA,44,56,71,NA,2134,2,"2022/2023","Dec"
"AMBOHIMANGA DU SUD_AMBOHIMIRANTY",2022-12-01,25.4952117347901,32.6381526689878,41.7828393349712,NA,30,39,49,NA,1181,2,"2022/2023","Dec"
"AMBOHIMANGA DU SUD_ANDRORANGAVOLA NORD",2022-12-01,43.6891575469835,56.4126496870885,72.8416308538735,NA,65,84,109,NA,1490,2,"2022/2023","Dec"
"AMBOHIMANGA DU SUD_ANTANJONA",2022-12-01,35.4069227527649,46.1691601299034,60.2038677117444,NA,43,56,73,NA,1215,2,"2022/2023","Dec"
"AMBOHIMANGA DU SUD_FALIARIVO",2022-12-01,57.2685350219617,75.6486509868188,99.9244467301931,NA,34,45,59,NA,593,2,"2022/2023","Dec"
"AMBOHIMANGA DU SUD_FASINTSARA ANDAKANA",2022-12-01,43.6694979328017,58.1883863665632,77.5278011235269,NA,25,34,45,NA,582,2,"2022/2023","Dec"
"AMBOHIMANGA DU SUD_MANDROALINA",2022-12-01,34.0239228491601,43.5195671966445,55.6679359997683,NA,42,54,70,NA,1249,2,"2022/2023","Dec"
"AMBOHIMANGA DU SUD_MAROLANANANA",2022-12-01,131.314884070751,169.28496104467,218.264378499813,NA,121,157,202,NA,925,2,"2022/2023","Dec"
"AMBOHIMANGA DU SUD_MAROSATROKA",2022-12-01,29.5171786449222,39.3847452230317,52.5467808548638,NA,36,48,63,NA,1207,2,"2022/2023","Dec"
"AMBOHIMANGA DU SUD_MASOAROVANA",2022-12-01,27.9931369696624,35.9081417955604,46.0607217961076,NA,34,43,55,NA,1199,2,"2022/2023","Dec"
"AMBOHIMANGA DU SUD_MORARANO",2022-12-01,48.5401607877197,62.6758899508517,80.9317277902646,NA,32,41,53,NA,649,2,"2022/2023","Dec"
"AMBOHIMANGA DU SUD_NOSIMBOAHANGY",2022-12-01,40.0424208898269,53.364311182398,71.1133583552149,NA,29,38,51,NA,717,2,"2022/2023","Dec"
"AMBOHIMANGA DU SUD_SAHAMARANA",2022-12-01,32.362867407411,41.4167503141728,53.0038430230539,NA,42,54,69,NA,1305,2,"2022/2023","Dec"
"AMBOHIMANGA DU SUD_SOANIHERENANA NORD",2022-12-01,110.770774342564,140.452367453934,178.112145192257,NA,89,113,143,NA,801,2,"2022/2023","Dec"
"AMBOHIMANGA DU SUD_VOHITRARIVO",2022-12-01,21.5769967109318,29.4764205736209,40.2648775595765,NA,23,32,44,NA,1085,2,"2022/2023","Dec"
"AMBOHIMIERA_AMBINANITOMAROSANA",2022-12-01,31.2059495121723,43.8916219702833,61.7279972478037,NA,39,55,78,NA,1264,2,"2022/2023","Dec"
"AMBOHIMIERA_AMBODIMANGA",2022-12-01,24.8817538029448,36.0617696217665,52.2558999331151,NA,19,27,39,NA,750,2,"2022/2023","Dec"
"AMBOHIMIERA_AMBOHIDAZA",2022-12-01,126.040979047244,192.708911522669,294.749853904701,NA,47,71,109,NA,370,2,"2022/2023","Dec"
"AMBOHIMIERA_AMBOHIMAHATSINJO",2022-12-01,83.8944070890256,114.251016190266,155.603948532996,NA,72,98,133,NA,856,2,"2022/2023","Dec"
"AMBOHIMIERA_AMBOHIMAHAVELONA",2022-12-01,44.2580523334153,61.0374848941183,84.1829707903662,NA,26,36,49,NA,582,2,"2022/2023","Dec"
"AMBOHIMIERA_AMBOHIMIERA",2022-12-01,64.3659380969215,83.0056894341813,107.050343115715,NA,83,106,137,NA,1283,2,"2022/2023","Dec"
